syl,son,cons,cont,delrel,lat,nas,strid,voi,sg,cg,ant,cor,distr,lab,hi,lo,back,round,velaric,tense,long,hitone,hireg,all_variants,selected
-,-,+,-,+,-,-,-,+,-,-,-,+,+,-,+,-,-,-,-,0,-,0,0,"ɟ͡ʝʲ, ɟ͡ʝ, ɟ͡ʝ̻, ɟ͡ʝ̟, ɟ͡ʝ̠, ɟ͡ʝˠ",ɟ͡ʝ
-,-,+,-,+,-,-,-,+,-,-,-,+,-,-,+,-,-,-,-,0,-,0,0,ɟ͡ʝ̺,ɟ͡ʝ̺
-,-,+,-,+,-,-,-,+,-,-,-,-,0,-,+,+,+,+,-,0,-,0,0,ɡ͡ɣʷˤ,ɡ͡ɣʷˤ
-,-,+,-,+,-,-,-,+,-,-,-,-,0,-,+,+,+,-,-,0,+,0,0,"ɡ͡ɣˤː, ɡ͡ɣːˤ",ɡ͡ɣˤː
-,-,+,-,+,-,-,-,+,-,-,-,-,0,-,+,+,+,-,-,0,-,0,0,ɡ͡ɣˤ,ɡ͡ɣˤ
-,-,+,-,+,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,0,+,0,0,"ɡ͡ɣʷː, ɡ͡ɣːʷ",ɡ͡ɣʷː
-,-,+,-,+,-,-,-,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0,"ɡ͡ɣᶣ, ɡ͡ɣʷˠ, ɡ͡ɣʷ, ɡ͡ɣʲʷ",ɡ͡ɣʷ
-,-,+,-,+,-,-,-,+,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0,"ɡ͡ɣː, ɡ͡ɣːʲ, ɡ͡ɣʲː, ɡ͡ɣːˠ",ɡ͡ɣː
-,-,+,-,+,-,-,-,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0,"ɡ͡ɣ, ɡ͡ɣ̟, ɡ͡ɣ̠, ɡ͡ɣʲ, ɡ͡ɣˠ",ɡ͡ɣ
-,-,+,-,+,-,-,-,-,+,-,+,+,+,-,+,+,-,+,-,0,-,0,0,t̪͡θʷˤʰ,t̪͡θʷˤʰ
-,-,+,-,+,-,-,-,-,+,-,+,+,+,-,+,0,-,+,-,0,+,0,0,t̪͡θʷʰː,t̪͡θʷʰː
-,-,+,-,+,-,-,-,-,+,-,+,+,+,-,+,0,-,+,-,0,-,0,0,"t̪͡θʰᶣ, t̪͡θʲʷʰ, t̪͡θʷʰ, t̪͡θʰʷ, t̪͡θʷˠʰ",t̪͡θʷʰ
-,-,+,-,+,-,-,-,-,+,-,+,+,+,-,+,0,-,-,-,0,-,0,0,"t̪͡θʰʲ, t̪͡θʲʰ, t̪͡θʰˠ",t̪͡θʲʰ
-,-,+,-,+,-,-,-,-,+,-,+,+,+,-,0,+,-,-,-,0,-,0,0,"t̪͡θˤʰ, t̪͡θʰˤ",t̪͡θˤʰ
-,-,+,-,+,-,-,-,-,+,-,+,+,+,-,0,0,-,-,-,0,+,0,0,t̪͡θʰː,t̪͡θʰː
-,-,+,-,+,-,-,-,-,+,-,+,+,+,-,0,0,-,-,-,0,-,0,0,t̪͡θʰ,t̪͡θʰ
-,-,+,-,+,-,-,-,-,+,-,+,-,0,+,+,+,-,+,-,0,-,0,0,p͡ɸʷˤʰ,p͡ɸʷˤʰ
-,-,+,-,+,-,-,-,-,+,-,+,-,0,+,+,0,-,+,-,0,+,0,0,p͡ɸʷʰː,p͡ɸʷʰː
-,-,+,-,+,-,-,-,-,+,-,+,-,0,+,+,0,-,+,-,0,-,0,0,"p͡ɸʷʰ, p͡ɸʰʷ, p͡ɸʷˠʰ, p͡ɸʲʷʰ",p͡ɸʷʰ
-,-,+,-,+,-,-,-,-,+,-,+,-,0,+,+,0,-,-,-,0,-,0,0,"p͡ɸʰʲ, p͡ɸʲʰ, p͡ɸʰˠ",p͡ɸʲʰ
-,-,+,-,+,-,-,-,-,+,-,+,-,0,+,0,+,-,-,-,0,-,0,0,"p͡ɸˤʰ, p͡ɸʰˤ",p͡ɸˤʰ
-,-,+,-,+,-,-,-,-,+,-,+,-,0,+,0,0,-,-,-,0,+,0,0,p͡ɸʰː,p͡ɸʰː
-,-,+,-,+,-,-,-,-,+,-,+,-,0,+,0,0,-,-,-,0,-,0,0,p͡ɸʰ,p͡ɸʰ
-,-,+,-,+,-,-,-,-,+,-,-,+,+,-,+,+,-,+,-,0,-,0,0,c͡çʷˤʰ,c͡çʷˤʰ
-,-,+,-,+,-,-,-,-,+,-,-,+,+,-,+,+,-,-,-,0,-,0,0,"c͡çˤʰ, c͡çʰˤ",c͡çˤʰ
-,-,+,-,+,-,-,-,-,+,-,-,+,+,-,+,-,-,+,-,0,+,0,0,c͡çʷʰː,c͡çʷʰː
-,-,+,-,+,-,-,-,-,+,-,-,+,+,-,+,-,-,+,-,0,-,0,0,"c͡çʰᶣ, c͡çʷʰ, c͡çʰʷ, c͡çʷˠʰ, c͡çʲʷʰ",c͡çʷʰ
-,-,+,-,+,-,-,-,-,+,-,-,+,+,-,+,-,-,-,-,0,+,0,0,c͡çʰː,c͡çʰː
-,-,+,-,+,-,-,-,-,+,-,-,+,+,-,+,-,-,-,-,0,-,0,0,"c͡çʰʲ, c͡çʰ, c͡çʲʰ, c͡çʰˠ",c͡çʰ
-,-,+,-,+,-,-,-,-,+,-,-,-,0,-,+,+,+,+,-,0,-,0,0,k͡xʷˤʰ,k͡xʷˤʰ
-,-,+,-,+,-,-,-,-,+,-,-,-,0,-,+,+,+,-,-,0,-,0,0,"k͡xˤʰ, k͡xʰˤ",k͡xˤʰ
-,-,+,-,+,-,-,-,-,+,-,-,-,0,-,+,-,+,+,-,0,+,0,0,k͡xʷʰː,k͡xʷʰː
-,-,+,-,+,-,-,-,-,+,-,-,-,0,-,+,-,+,+,-,0,-,0,0,"k͡xʰᶣ, k͡xʷʰ, k͡xʰʷ, k͡xʷˠʰ, k͡xʲʷʰ",k͡xʷʰ
-,-,+,-,+,-,-,-,-,+,-,-,-,0,-,+,-,+,-,-,0,+,0,0,k͡xʰː,k͡xʰː
-,-,+,-,+,-,-,-,-,+,-,-,-,0,-,+,-,+,-,-,0,-,0,0,"k͡xʰ, k͡xʰʲ, k͡xʲʰ, k͡xʰˠ",k͡xʰ
-,-,+,-,+,-,-,-,-,-,+,+,+,+,-,+,+,-,+,-,0,-,0,0,t̪͡θʷˤʼ,t̪͡θʷˤʼ
-,-,+,-,+,-,-,-,-,-,+,+,+,+,-,+,0,-,+,-,0,-,0,0,"t̪͡θʼʷ, t̪͡θʷʼ, t̪͡θʷˀ",t̪͡θʼʷ
-,-,+,-,+,-,-,-,-,-,+,+,+,+,-,+,0,-,-,-,0,-,0,0,"t̪͡θʼʲ, t̪͡θʲʼ",t̪͡θʼʲ
-,-,+,-,+,-,-,-,-,-,+,+,+,+,-,0,+,-,-,-,0,-,0,0,t̪͡θˤʼ,t̪͡θˤʼ
-,-,+,-,+,-,-,-,-,-,+,+,+,+,-,0,0,-,-,-,0,+,0,0,t̪͡θʼː,t̪͡θʼː
-,-,+,-,+,-,-,-,-,-,+,+,+,+,-,0,0,-,-,-,0,-,0,0,"t̪͡θˀ, ˀt̪͡θ, t̪͡θʼ",t̪͡θʼ
-,-,+,-,+,-,-,-,-,-,+,+,-,0,+,+,+,-,+,-,0,-,0,0,p͡ɸʷˤʼ,p͡ɸʷˤʼ
-,-,+,-,+,-,-,-,-,-,+,+,-,0,+,+,0,-,+,-,0,-,0,0,"p͡ɸʼʷ, p͡ɸʷʼ, p͡ɸʷˀ",p͡ɸʼʷ
-,-,+,-,+,-,-,-,-,-,+,+,-,0,+,+,0,-,-,-,0,-,0,0,"p͡ɸʼʲ, p͡ɸʲʼ",p͡ɸʼʲ
-,-,+,-,+,-,-,-,-,-,+,+,-,0,+,0,+,-,-,-,0,-,0,0,p͡ɸˤʼ,p͡ɸˤʼ
-,-,+,-,+,-,-,-,-,-,+,+,-,0,+,0,0,-,-,-,0,+,0,0,p͡ɸʼː,p͡ɸʼː
-,-,+,-,+,-,-,-,-,-,+,+,-,0,+,0,0,-,-,-,0,-,0,0,"p͡ɸˀ, ˀp͡ɸ, p͡ɸʼ",p͡ɸʼ
-,-,+,-,+,-,-,-,-,-,+,-,+,+,-,+,+,-,+,-,0,-,0,0,c͡çʷˤʼ,c͡çʷˤʼ
-,-,+,-,+,-,-,-,-,-,+,-,+,+,-,+,+,-,-,-,0,-,0,0,c͡çˤʼ,c͡çˤʼ
-,-,+,-,+,-,-,-,-,-,+,-,+,+,-,+,-,-,+,-,0,-,0,0,"c͡çʼʷ, c͡çʷʼ, c͡çʷˀ",c͡çʼʷ
-,-,+,-,+,-,-,-,-,-,+,-,+,+,-,+,-,-,-,-,0,+,0,0,c͡çʼː,c͡çʼː
-,-,+,-,+,-,-,-,-,-,+,-,+,+,-,+,-,-,-,-,0,-,0,0,"c͡çʼʲ, c͡çˀ, ˀc͡ç, c͡çʼ, c͡çʲʼ",c͡çʼ
-,-,+,-,+,-,-,-,-,-,+,-,-,0,-,+,+,+,+,-,0,-,0,0,k͡xʷˤʼ,k͡xʷˤʼ
-,-,+,-,+,-,-,-,-,-,+,-,-,0,-,+,+,+,-,-,0,-,0,0,k͡xˤʼ,k͡xˤʼ
-,-,+,-,+,-,-,-,-,-,+,-,-,0,-,+,-,+,+,-,0,-,0,0,"k͡xʼʷ, k͡xʷʼ, k͡xʷˀ",k͡xʼʷ
-,-,+,-,+,-,-,-,-,-,+,-,-,0,-,+,-,+,-,-,0,+,0,0,k͡xʼː,k͡xʼː
-,-,+,-,+,-,-,-,-,-,+,-,-,0,-,+,-,+,-,-,0,-,0,0,"k͡xˀ, ˀk͡x, k͡xʼ, k͡xʼʲ, k͡xʲʼ",k͡xʼ
-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,+,+,-,+,-,0,-,0,0,t̪͡θʷˤ,t̪͡θʷˤ
-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,+,0,-,+,-,0,+,0,0,"t̪͡θʷː, t̪͡θːʷ",t̪͡θʷː
-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,+,0,-,+,-,0,-,0,0,"t̪͡θᶣ, t̪͡θʷˠ, t̪͡θʷ, t̪͡θʲʷ",t̪͡θʷ
-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,+,0,-,-,-,0,+,0,0,"t̪͡θːʲ, t̪͡θʲː, t̪͡θːˠ",t̪͡θʲː
-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,+,0,-,-,-,0,-,0,0,"t̪͡θʲ, t̪͡θˠ",t̪͡θʲ
-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,0,+,-,-,-,0,+,0,0,"t̪͡θˤː, t̪͡θːˤ",t̪͡θˤː
-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,0,+,-,-,-,0,-,0,0,t̪͡θˤ,t̪͡θˤ
-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,0,0,-,-,-,0,+,0,0,t̪͡θː,t̪͡θː
-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,0,0,-,-,-,0,-,0,0,"t̪͡θ, t̪͡θ̻, t̪͡θ̟, t̪͡θ̠",t̪͡θ
-,-,+,-,+,-,-,-,-,-,-,+,+,-,-,0,0,-,-,-,0,-,0,0,t̪͡θ̺,t̪͡θ̺
-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,+,+,-,+,-,0,-,0,0,p͡ɸʷˤ,p͡ɸʷˤ
-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,+,0,-,+,-,0,+,0,0,"p͡ɸʷː, p͡ɸːʷ",p͡ɸʷː
-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,+,0,-,+,-,0,-,0,0,"p͡ɸʷˠ, p͡ɸʷ, p͡ɸʲʷ",p͡ɸʷ
-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,+,0,-,-,-,0,+,0,0,"p͡ɸːʲ, p͡ɸʲː, p͡ɸːˠ",p͡ɸʲː
-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,+,0,-,-,-,0,-,0,0,"p͡ɸʲ, p͡ɸˠ",p͡ɸʲ
-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,0,+,-,-,-,0,+,0,0,"p͡ɸˤː, p͡ɸːˤ",p͡ɸˤː
-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,0,+,-,-,-,0,-,0,0,p͡ɸˤ,p͡ɸˤ
-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,0,0,-,-,-,0,+,0,0,p͡ɸː,p͡ɸː
-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,0,0,-,-,-,0,-,0,0,"p͡ɸ, p͡ɸ̟, p͡ɸ̠",p͡ɸ
-,-,+,-,+,-,-,-,-,-,-,-,+,+,-,+,+,-,+,-,0,-,0,0,c͡çʷˤ,c͡çʷˤ
-,-,+,-,+,-,-,-,-,-,-,-,+,+,-,+,+,-,-,-,0,+,0,0,"c͡çˤː, c͡çːˤ",c͡çˤː
-,-,+,-,+,-,-,-,-,-,-,-,+,+,-,+,+,-,-,-,0,-,0,0,c͡çˤ,c͡çˤ
-,-,+,-,+,-,-,-,-,-,-,-,+,+,-,+,-,-,+,-,0,+,0,0,"c͡çʷː, c͡çːʷ",c͡çʷː
-,-,+,-,+,-,-,-,-,-,-,-,+,+,-,+,-,-,+,-,0,-,0,0,"c͡çᶣ, c͡çʷˠ, c͡çʷ, c͡çʲʷ",c͡çʷ
-,-,+,-,+,-,-,-,-,-,-,-,+,+,-,+,-,-,-,-,0,+,0,0,"c͡çː, c͡çːʲ, c͡çʲː, c͡çːˠ",c͡çː
-,-,+,-,+,-,-,-,-,-,-,-,+,+,-,+,-,-,-,-,0,-,0,0,"c͡çʲ, c͡ç, c͡ç̻, c͡ç̟, c͡ç̠, c͡çˠ",c͡ç
-,-,+,-,+,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,0,-,0,0,c͡ç̺,c͡ç̺
-,-,+,-,+,-,-,-,-,-,-,-,-,0,-,+,+,+,+,-,0,-,0,0,k͡xʷˤ,k͡xʷˤ
-,-,+,-,+,-,-,-,-,-,-,-,-,0,-,+,+,+,-,-,0,+,0,0,"k͡xˤː, k͡xːˤ",k͡xˤː
-,-,+,-,+,-,-,-,-,-,-,-,-,0,-,+,+,+,-,-,0,-,0,0,k͡xˤ,k͡xˤ
-,-,+,-,+,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,+,0,0,"k͡xʷː, k͡xːʷ",k͡xʷː
-,-,+,-,+,-,-,-,-,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0,"k͡xᶣ, k͡xʷˠ, k͡xʷ, k͡xʲʷ",k͡xʷ
-,-,+,-,+,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0,"k͡xː, k͡xːʲ, k͡xʲː, k͡xːˠ",k͡xː
-,-,+,-,+,-,-,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0,"k͡x, k͡x̟, k͡x̠, k͡xʲ, k͡xˠ",k͡x
-,-,+,-,-,+,+,-,-,-,-,+,+,-,-,+,-,-,-,+,0,-,0,0,ǁⁿ,ǁⁿ
-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,+,-,+,+,0,-,0,0,ǁʷˤʰ,ǁʷˤʰ
-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,+,-,-,+,0,-,0,0,"ǁˤʰ, ǁʰˤ",ǁˤʰ
-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,-,-,+,+,0,+,0,0,ǁʷʰː,ǁʷʰː
-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,-,-,+,+,0,-,0,0,"ǁʰᶣ, ǁʷʰ, ǁʰʷ, ǁʷˠʰ, ǁʲʷʰ",ǁʷʰ
-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,-,-,-,+,0,+,0,0,ǁʰː,ǁʰː
-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,-,-,-,+,0,-,0,0,"ǁʰ, ǁʰʲ, ǁʲʰ, ǁʰˠ",ǁʰ
-,-,+,-,-,+,-,-,-,-,+,+,+,-,-,+,+,-,+,+,0,-,0,0,ǁʷˤʼ,ǁʷˤʼ
-,-,+,-,-,+,-,-,-,-,+,+,+,-,-,+,+,-,-,+,0,-,0,0,ǁˤʼ,ǁˤʼ
-,-,+,-,-,+,-,-,-,-,+,+,+,-,-,+,-,-,+,+,0,-,0,0,"ǁʼʷ, ǁʷʼ, ǁʷˀ",ǁʼʷ
-,-,+,-,-,+,-,-,-,-,+,+,+,-,-,+,-,-,-,+,0,+,0,0,ǁʼː,ǁʼː
-,-,+,-,-,+,-,-,-,-,+,+,+,-,-,+,-,-,-,+,0,-,0,0,"ǁˀ, ˀǁ, ǁʼ, ǁʼʲ, ǁʲʼ",ǁʼ
-,-,+,-,-,+,-,-,-,-,-,+,+,+,-,+,-,-,-,+,0,-,0,0,ǁ̻,ǁ̻
-,-,+,-,-,+,-,-,-,-,-,+,+,-,+,+,-,-,-,+,0,-,0,0,ǁ̼,ǁ̼
-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,+,-,+,+,0,-,0,0,ǁʷˤ,ǁʷˤ
-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,+,-,-,+,0,+,0,0,"ǁˤː, ǁːˤ",ǁˤː
-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,+,-,-,+,0,-,0,0,ǁˤ,ǁˤ
-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,+,+,0,+,0,0,"ǁʷː, ǁːʷ",ǁʷː
-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,+,+,0,-,0,0,"ǁᶣ, ǁʷˠ, ǁʷ, ǁʲʷ",ǁʷ
-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,-,+,0,+,0,0,"ǁː, ǁːʲ, ǁʲː, ǁːˠ",ǁː
-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,-,+,0,-,0,0,"ǁ, ǁ̟, ǁ̠, ǁ̺, ǁʲ, ǁˠ, ǁ̴",ǁ
-,-,+,-,-,-,+,-,+,-,+,+,+,+,-,-,-,-,-,-,0,-,0,0,d̪̰̃,d̪̰̃
-,-,+,-,-,-,+,-,+,-,+,+,+,-,+,-,-,-,-,-,0,-,0,0,b͡d̰̃,b͡d̰̃
-,-,+,-,-,-,+,-,+,-,+,+,+,-,-,-,+,-,-,-,0,-,0,0,ɗ̃ˤ,ɗ̃ˤ
-,-,+,-,-,-,+,-,+,-,+,+,+,-,-,-,-,-,-,-,0,+,0,0,ɗ̃ː,ɗ̃ː
-,-,+,-,-,-,+,-,+,-,+,+,+,-,-,-,-,-,-,-,0,-,0,0,"d̰̃, ɗ̰̃, ɗⁿ, ɗ̃",ɗⁿ
-,-,+,-,-,-,+,-,+,-,+,+,-,0,+,-,+,-,-,-,0,-,0,0,ɓ̃ˤ,ɓ̃ˤ
-,-,+,-,-,-,+,-,+,-,+,+,-,0,+,-,-,-,-,-,0,+,0,0,ɓ̃ː,ɓ̃ː
-,-,+,-,-,-,+,-,+,-,+,+,-,0,+,-,-,-,-,-,0,-,0,0,"b̰̃, ɓ̰̃, ɓⁿ, ɓ̃",ɓⁿ
-,-,+,-,-,-,+,-,+,-,+,-,+,-,-,-,-,-,-,-,0,-,0,0,ɖ̰̃,ɖ̰̃
-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,+,+,-,-,0,-,0,0,ɠ̃ˤ,ɠ̃ˤ
-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,+,-,-,-,0,-,0,0,ʄ̃ˤ,ʄ̃ˤ
-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,+,-,-,0,+,0,0,ɠ̃ː,ɠ̃ː
-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,+,-,-,0,-,0,0,"ɡ̰̃, ɠ̰̃, ɠⁿ, ɠ̃",ɠⁿ
-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,-,-,-,0,+,0,0,ʄ̃ː,ʄ̃ː
-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,-,-,-,0,-,0,0,"ɟ̰̃, ʄ̰̃, ʄⁿ, ʄ̃",ʄⁿ
-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,-,+,+,-,-,0,-,0,0,ʛ̃ˤ,ʛ̃ˤ
-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,-,-,+,-,-,0,+,0,0,ʛ̃ː,ʛ̃ː
-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,-,-,+,-,-,0,-,0,0,"ɢ̰̃, ʛ̰̃, ʛⁿ, ʛ̃",ʛⁿ
-,-,+,-,-,-,+,-,+,-,+,0,-,0,+,+,-,+,-,-,0,-,0,0,ɡ͡b̰̃,ɡ͡b̰̃
-,-,+,-,-,-,+,-,+,-,-,+,+,+,-,-,+,-,-,-,0,-,0,0,d̪̃ˤ,d̪̃ˤ
-,-,+,-,-,-,+,-,+,-,-,+,+,+,-,-,-,-,-,-,0,+,0,0,d̪̃ː,d̪̃ː
-,-,+,-,-,-,+,-,+,-,-,+,+,+,-,-,-,-,-,-,0,-,0,0,"d̪ⁿ, d̪̃",d̪ⁿ
-,-,+,-,-,-,+,-,+,-,-,+,+,-,+,-,+,-,-,-,0,-,0,0,b͡d̃ˤ,b͡d̃ˤ
-,-,+,-,-,-,+,-,+,-,-,+,+,-,+,-,-,-,-,-,0,+,0,0,b͡d̃ː,b͡d̃ː
-,-,+,-,-,-,+,-,+,-,-,+,+,-,+,-,-,-,-,-,0,-,0,0,"b͡dⁿ, b͡d̃",b͡dⁿ
-,-,+,-,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,-,0,-,0,0,d̃ˤ,d̃ˤ
-,-,+,-,-,-,+,-,+,-,-,+,+,-,-,-,-,-,-,-,0,+,0,0,d̃ː,d̃ː
-,-,+,-,-,-,+,-,+,-,-,+,+,-,-,-,-,-,-,-,0,-,0,0,"dⁿ, d̃",dⁿ
-,-,+,-,-,-,+,-,+,-,-,+,-,0,+,-,+,-,-,-,0,-,0,0,b̃ˤ,b̃ˤ
-,-,+,-,-,-,+,-,+,-,-,+,-,0,+,-,-,-,-,-,0,+,0,0,b̃ː,b̃ː
-,-,+,-,-,-,+,-,+,-,-,+,-,0,+,-,-,-,-,-,0,-,0,0,"bⁿ, b̃",bⁿ
-,-,+,-,-,-,+,-,+,-,-,-,+,-,-,-,+,-,-,-,0,-,0,0,ɖ̃ˤ,ɖ̃ˤ
-,-,+,-,-,-,+,-,+,-,-,-,+,-,-,-,-,-,-,-,0,+,0,0,ɖ̃ː,ɖ̃ː
-,-,+,-,-,-,+,-,+,-,-,-,+,-,-,-,-,-,-,-,0,-,0,0,"ɖⁿ, ɖ̃",ɖⁿ
-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,+,+,+,-,-,0,-,0,0,ɡ̃ˤ,ɡ̃ˤ
-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,+,+,-,-,-,0,-,0,0,ɟ̃ˤ,ɟ̃ˤ
-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0,ɡ̃ː,ɡ̃ː
-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0,"ɡⁿ, ɡ̃",ɡⁿ
-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,-,-,0,+,0,0,ɟ̃ː,ɟ̃ː
-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,-,-,0,-,0,0,"ɟⁿ, ɟ̃",ɟⁿ
-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,-,+,+,-,-,0,-,0,0,ɢ̃ˤ,ɢ̃ˤ
-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,-,-,+,-,-,0,+,0,0,ɢ̃ː,ɢ̃ː
-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,-,-,+,-,-,0,-,0,0,"ɢⁿ, ɢ̃",ɢⁿ
-,-,+,-,-,-,+,-,+,-,-,0,-,0,+,+,+,+,-,-,0,-,0,0,ɡ͡b̃ˤ,ɡ͡b̃ˤ
-,-,+,-,-,-,+,-,+,-,-,0,-,0,+,+,-,+,-,-,0,+,0,0,ɡ͡b̃ː,ɡ͡b̃ː
-,-,+,-,-,-,+,-,+,-,-,0,-,0,+,+,-,+,-,-,0,-,0,0,"ɡ͡bⁿ, ɡ͡b̃",ɡ͡bⁿ
-,-,+,-,-,-,+,-,-,-,-,+,+,+,-,+,-,-,-,+,0,-,0,0,ǀⁿ,ǀⁿ
-,-,+,-,-,-,+,-,-,-,-,+,+,+,-,-,-,-,-,-,0,-,0,0,t̪ⁿ,t̪ⁿ
-,-,+,-,-,-,+,-,-,-,-,+,+,-,+,-,-,-,-,-,0,-,0,0,p͡tⁿ,p͡tⁿ
-,-,+,-,-,-,+,-,-,-,-,+,+,-,-,+,-,-,-,+,0,-,0,0,ǃⁿ,ǃⁿ
-,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,0,-,0,0,tⁿ,tⁿ
-,-,+,-,-,-,+,-,-,-,-,+,-,0,+,-,-,-,-,-,0,-,0,0,pⁿ,pⁿ
-,-,+,-,-,-,+,-,-,-,-,-,+,+,-,+,-,-,-,+,0,-,0,0,ǂⁿ,ǂⁿ
-,-,+,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,0,-,0,0,ʈⁿ,ʈⁿ
-,-,+,-,-,-,+,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0,kⁿ,kⁿ
-,-,+,-,-,-,+,-,-,-,-,-,-,0,-,+,-,-,-,-,0,-,0,0,cⁿ,cⁿ
-,-,+,-,-,-,+,-,-,-,-,-,-,0,-,-,-,+,-,-,0,-,0,0,qⁿ,qⁿ
-,-,+,-,-,-,+,-,-,-,-,0,-,0,+,+,-,+,-,-,0,-,0,0,k͡pⁿ,k͡pⁿ
-,-,+,-,-,-,+,-,-,-,-,0,-,0,+,+,-,-,-,+,0,-,0,0,ʘⁿ,ʘⁿ
-,-,+,-,-,-,-,-,+,+,+,+,+,-,-,+,-,-,+,-,0,-,0,0,ɗ̤ʷ,ɗ̤ʷ
-,-,+,-,-,-,-,-,+,+,+,+,+,-,-,+,-,-,-,-,0,-,0,0,"ɗ̤ʲ, ɗ̤ˠ",ɗ̤ʲ
-,-,+,-,-,-,-,-,+,+,+,+,+,-,-,-,+,-,-,-,0,-,0,0,ɗ̤ˤ,ɗ̤ˤ
-,-,+,-,-,-,-,-,+,+,+,+,+,-,-,-,-,-,-,-,0,+,0,0,ɗ̤ː,ɗ̤ː
-,-,+,-,-,-,-,-,+,+,+,+,+,-,-,-,-,-,-,-,0,-,0,0,ɗ̤,ɗ̤
-,-,+,-,-,-,-,-,+,+,+,+,-,0,+,+,-,-,+,-,0,-,0,0,ɓ̤ʷ,ɓ̤ʷ
-,-,+,-,-,-,-,-,+,+,+,+,-,0,+,+,-,-,-,-,0,-,0,0,"ɓ̤ʲ, ɓ̤ˠ",ɓ̤ʲ
-,-,+,-,-,-,-,-,+,+,+,+,-,0,+,-,+,-,-,-,0,-,0,0,ɓ̤ˤ,ɓ̤ˤ
-,-,+,-,-,-,-,-,+,+,+,+,-,0,+,-,-,-,-,-,0,+,0,0,ɓ̤ː,ɓ̤ː
-,-,+,-,-,-,-,-,+,+,+,+,-,0,+,-,-,-,-,-,0,-,0,0,ɓ̤,ɓ̤
-,-,+,-,-,-,-,-,+,+,+,-,-,0,-,+,+,+,-,-,0,-,0,0,ɠ̤ˤ,ɠ̤ˤ
